pheno_id	FieldID	Field	Path	Strata	Sexed	Coding	Coding_meaning	original_type	transformed_type	nsamples	nsamples_T	nsamples_F
25333	25333	Mean L3 in cingulum hippocampus on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9084	NA	NA
25334	25334	Mean L3 in fornix cres+stria terminalis on FA skeleton (right)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9084	NA	NA
25335	25335	Mean L3 in fornix cres+stria terminalis on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9084	NA	NA
25336	25336	Mean L3 in superior longitudinal fasciculus on FA skeleton (right)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9084	NA	NA
25337	25337	Mean L3 in superior longitudinal fasciculus on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9084	NA	NA
25338	25338	Mean L3 in superior fronto-occipital fasciculus on FA skeleton (right)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9084	NA	NA
25339	25339	Mean L3 in superior fronto-occipital fasciculus on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9084	NA	NA
25340	25340	Mean L3 in uncinate fasciculus on FA skeleton (right)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9084	NA	NA
25341	25341	Mean L3 in uncinate fasciculus on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9084	NA	NA
25342	25342	Mean L3 in tapetum on FA skeleton (right)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9084	NA	NA
25343	25343	Mean L3 in tapetum on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9084	NA	NA
25344	25344	Mean ICVF in middle cerebellar peduncle on FA skeleton	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25345	25345	Mean ICVF in pontine crossing tract on FA skeleton	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25346	25346	Mean ICVF in genu of corpus callosum on FA skeleton	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25347	25347	Mean ICVF in body of corpus callosum on FA skeleton	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25348	25348	Mean ICVF in splenium of corpus callosum on FA skeleton	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25349	25349	Mean ICVF in fornix on FA skeleton	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25350	25350	Mean ICVF in corticospinal tract on FA skeleton (right)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25351	25351	Mean ICVF in corticospinal tract on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25352	25352	Mean ICVF in medial lemniscus on FA skeleton (right)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25353	25353	Mean ICVF in medial lemniscus on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25354	25354	Mean ICVF in inferior cerebellar peduncle on FA skeleton (right)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25355	25355	Mean ICVF in inferior cerebellar peduncle on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25356	25356	Mean ICVF in superior cerebellar peduncle on FA skeleton (right)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25357	25357	Mean ICVF in superior cerebellar peduncle on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25358	25358	Mean ICVF in cerebral peduncle on FA skeleton (right)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25359	25359	Mean ICVF in cerebral peduncle on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25360	25360	Mean ICVF in anterior limb of internal capsule on FA skeleton (right)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25361	25361	Mean ICVF in anterior limb of internal capsule on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25362	25362	Mean ICVF in posterior limb of internal capsule on FA skeleton (right)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25363	25363	Mean ICVF in posterior limb of internal capsule on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25364	25364	Mean ICVF in retrolenticular part of internal capsule on FA skeleton (right)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25365	25365	Mean ICVF in retrolenticular part of internal capsule on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25366	25366	Mean ICVF in anterior corona radiata on FA skeleton (right)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25367	25367	Mean ICVF in anterior corona radiata on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25368	25368	Mean ICVF in superior corona radiata on FA skeleton (right)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25369	25369	Mean ICVF in superior corona radiata on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25370	25370	Mean ICVF in posterior corona radiata on FA skeleton (right)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25371	25371	Mean ICVF in posterior corona radiata on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25372	25372	Mean ICVF in posterior thalamic radiation on FA skeleton (right)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25373	25373	Mean ICVF in posterior thalamic radiation on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25374	25374	Mean ICVF in sagittal stratum on FA skeleton (right)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25375	25375	Mean ICVF in sagittal stratum on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25376	25376	Mean ICVF in external capsule on FA skeleton (right)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25377	25377	Mean ICVF in external capsule on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25378	25378	Mean ICVF in cingulum cingulate gyrus on FA skeleton (right)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25379	25379	Mean ICVF in cingulum cingulate gyrus on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25380	25380	Mean ICVF in cingulum hippocampus on FA skeleton (right)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25381	25381	Mean ICVF in cingulum hippocampus on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25382	25382	Mean ICVF in fornix cres+stria terminalis on FA skeleton (right)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25383	25383	Mean ICVF in fornix cres+stria terminalis on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25384	25384	Mean ICVF in superior longitudinal fasciculus on FA skeleton (right)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25385	25385	Mean ICVF in superior longitudinal fasciculus on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25386	25386	Mean ICVF in superior fronto-occipital fasciculus on FA skeleton (right)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25387	25387	Mean ICVF in superior fronto-occipital fasciculus on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25388	25388	Mean ICVF in uncinate fasciculus on FA skeleton (right)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25389	25389	Mean ICVF in uncinate fasciculus on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25390	25390	Mean ICVF in tapetum on FA skeleton (right)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25391	25391	Mean ICVF in tapetum on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25392	25392	Mean OD in middle cerebellar peduncle on FA skeleton	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25393	25393	Mean OD in pontine crossing tract on FA skeleton	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25394	25394	Mean OD in genu of corpus callosum on FA skeleton	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25395	25395	Mean OD in body of corpus callosum on FA skeleton	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25396	25396	Mean OD in splenium of corpus callosum on FA skeleton	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25397	25397	Mean OD in fornix on FA skeleton	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25398	25398	Mean OD in corticospinal tract on FA skeleton (right)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25399	25399	Mean OD in corticospinal tract on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25400	25400	Mean OD in medial lemniscus on FA skeleton (right)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25401	25401	Mean OD in medial lemniscus on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25402	25402	Mean OD in inferior cerebellar peduncle on FA skeleton (right)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25403	25403	Mean OD in inferior cerebellar peduncle on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25404	25404	Mean OD in superior cerebellar peduncle on FA skeleton (right)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25405	25405	Mean OD in superior cerebellar peduncle on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25406	25406	Mean OD in cerebral peduncle on FA skeleton (right)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25407	25407	Mean OD in cerebral peduncle on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25408	25408	Mean OD in anterior limb of internal capsule on FA skeleton (right)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25409	25409	Mean OD in anterior limb of internal capsule on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25410	25410	Mean OD in posterior limb of internal capsule on FA skeleton (right)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25411	25411	Mean OD in posterior limb of internal capsule on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25412	25412	Mean OD in retrolenticular part of internal capsule on FA skeleton (right)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25413	25413	Mean OD in retrolenticular part of internal capsule on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25414	25414	Mean OD in anterior corona radiata on FA skeleton (right)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25415	25415	Mean OD in anterior corona radiata on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25416	25416	Mean OD in superior corona radiata on FA skeleton (right)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25417	25417	Mean OD in superior corona radiata on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25418	25418	Mean OD in posterior corona radiata on FA skeleton (right)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25419	25419	Mean OD in posterior corona radiata on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25420	25420	Mean OD in posterior thalamic radiation on FA skeleton (right)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25421	25421	Mean OD in posterior thalamic radiation on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25422	25422	Mean OD in sagittal stratum on FA skeleton (right)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25423	25423	Mean OD in sagittal stratum on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25424	25424	Mean OD in external capsule on FA skeleton (right)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25425	25425	Mean OD in external capsule on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25426	25426	Mean OD in cingulum cingulate gyrus on FA skeleton (right)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25427	25427	Mean OD in cingulum cingulate gyrus on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25428	25428	Mean OD in cingulum hippocampus on FA skeleton (right)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25429	25429	Mean OD in cingulum hippocampus on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25430	25430	Mean OD in fornix cres+stria terminalis on FA skeleton (right)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25431	25431	Mean OD in fornix cres+stria terminalis on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25432	25432	Mean OD in superior longitudinal fasciculus on FA skeleton (right)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25433	25433	Mean OD in superior longitudinal fasciculus on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25434	25434	Mean OD in superior fronto-occipital fasciculus on FA skeleton (right)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25435	25435	Mean OD in superior fronto-occipital fasciculus on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25436	25436	Mean OD in uncinate fasciculus on FA skeleton (right)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25437	25437	Mean OD in uncinate fasciculus on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25438	25438	Mean OD in tapetum on FA skeleton (right)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25439	25439	Mean OD in tapetum on FA skeleton (left)	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25440	25440	Mean ISOVF in middle cerebellar peduncle on FA skeleton	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25441	25441	Mean ISOVF in pontine crossing tract on FA skeleton	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
25442	25442	Mean ISOVF in genu of corpus callosum on FA skeleton	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9083	NA	NA
