pheno_id	FieldID	Field	Path	Strata	Sexed	Coding	Coding_meaning	original_type	transformed_type	nsamples	nsamples_T	nsamples_F
20089_463	20089	Type of meals eaten	Online follow-up > Diet by 24-hour recall > Meal type yesterday	Derived	Unisex	79	Bought sandwiches	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	48336	4411	43925
20089_461	20089	Type of meals eaten	Online follow-up > Diet by 24-hour recall > Meal type yesterday	Derived	Unisex	79	Takeaway meals	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	48336	1923	46413
20090_353	20090	Type of fat/oil used in cooking	Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday	Derived	Unisex	80	Olive oil	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	48336	16726	31610
20090_377	20090	Type of fat/oil used in cooking	Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday	Derived	Unisex	80	Dairy spread	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	48336	1226	47110
20090_352	20090	Type of fat/oil used in cooking	Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday	Derived	Unisex	80	Cooking fat unknown	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	48336	8535	39801
20090_354	20090	Type of fat/oil used in cooking	Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday	Derived	Unisex	80	Sunflower oil	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	48336	5889	42447
20090_365	20090	Type of fat/oil used in cooking	Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday	Derived	Unisex	80	Olive spread	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	48336	2534	45802
20090_359	20090	Type of fat/oil used in cooking	Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday	Derived	Unisex	80	Butter	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	48336	6094	42242
20090_396	20090	Type of fat/oil used in cooking	Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday	Derived	Unisex	80	Other type fat	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	48336	374	47962
20090_355	20090	Type of fat/oil used in cooking	Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday	Derived	Unisex	80	Vegetable oil	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	48336	3732	44604
20090_371	20090	Type of fat/oil used in cooking	Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday	Derived	Unisex	80	Polyunsaturated margarine	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	48336	3951	44385
20090_356	20090	Type of fat/oil used in cooking	Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday	Derived	Unisex	80	Rapeseed oil	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	48336	1095	47241
20090_364	20090	Type of fat/oil used in cooking	Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday	Derived	Unisex	80	Lard	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	48336	506	47830
20090_389	20090	Type of fat/oil used in cooking	Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday	Derived	Unisex	80	Unknown/other soft margarine	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	48336	738	47598
20090_383	20090	Type of fat/oil used in cooking	Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday	Derived	Unisex	80	Soya margarine	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	48336	434	47902
20090_357	20090	Type of fat/oil used in cooking	Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday	Derived	Unisex	80	Other oil	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	48336	493	47843
20090_395	20090	Type of fat/oil used in cooking	Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday	Derived	Unisex	80	Hard margarine	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	48336	150	48186
20090_380	20090	Type of fat/oil used in cooking	Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday	Derived	Unisex	80	Normal fat dairy spread	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	48336	493	47843
20090_367	20090	Type of fat/oil used in cooking	Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday	Derived	Unisex	80	Low fat olive spread for	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	48336	1103	47233
20090_363	20090	Type of fat/oil used in cooking	Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday	Derived	Unisex	80	Unknown fat butter	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	48336	170	48166
20090_362	20090	Type of fat/oil used in cooking	Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday	Derived	Unisex	80	Normal fat butter	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	48336	3397	44939
20090_379	20090	Type of fat/oil used in cooking	Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday	Derived	Unisex	80	Low fat dairy spread	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	48336	499	47837
20090_373	20090	Type of fat/oil used in cooking	Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday	Derived	Unisex	80	Low fat polyunsaturated margarine	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	48336	1795	46541
20090_374	20090	Type of fat/oil used in cooking	Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday	Derived	Unisex	80	Normal fat polyunsaturated margarine	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	48336	702	47634
20090_360	20090	Type of fat/oil used in cooking	Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday	Derived	Unisex	80	Spreadable butter	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	48336	1886	46450
20090_394	20090	Type of fat/oil used in cooking	Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday	Derived	Unisex	80	Unknown soft margarine	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	48336	194	48142
20090_372	20090	Type of fat/oil used in cooking	Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday	Derived	Unisex	80	Very low fat polyunsaturated margarine	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	48336	274	48062
20090_391	20090	Type of fat/oil used in cooking	Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday	Derived	Unisex	80	Low fat soft margarine	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	48336	200	48136
20090_375	20090	Type of fat/oil used in cooking	Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday	Derived	Unisex	80	Cholesterol lowering polyunsaturated margarine	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	48336	766	47570
20090_376	20090	Type of fat/oil used in cooking	Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday	Derived	Unisex	80	Unknown polyunsaturated margarine	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	48336	133	48203
20090_385	20090	Type of fat/oil used in cooking	Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday	Derived	Unisex	80	Low fat soya margarine	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	48336	144	48192
20090_392	20090	Type of fat/oil used in cooking	Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday	Derived	Unisex	80	Normal fat soft margarine	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	48336	228	48108
20090_361	20090	Type of fat/oil used in cooking	Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday	Derived	Unisex	80	Low fat butter	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	48336	517	47819
20090_368	20090	Type of fat/oil used in cooking	Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday	Derived	Unisex	80	Normal fat olive spread	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	48336	739	47597
20090_369	20090	Type of fat/oil used in cooking	Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday	Derived	Unisex	80	Cholesterol lowering olive spread	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	48336	221	48115
20090_366	20090	Type of fat/oil used in cooking	Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday	Derived	Unisex	80	Very low fat olive spread	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	48336	142	48194
20090_370	20090	Type of fat/oil used in cooking	Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday	Derived	Unisex	80	Unknown olive spread	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	48336	154	48182
20090_386	20090	Type of fat/oil used in cooking	Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday	Derived	Unisex	80	Normal fat soya margarine	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	48336	130	48206
20095_1	20095	Size of white wine glass drunk	Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday	Derived	Unisex	82	small (125ml)	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	48336	2379	45957
20095_2	20095	Size of white wine glass drunk	Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday	Derived	Unisex	82	medium (175ml)	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	48336	3561	44775
20095_3	20095	Size of white wine glass drunk	Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday	Derived	Unisex	82	large (250ml)	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	48336	473	47863
20096_1	20096	Size of red wine glass drunk	Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday	Derived	Unisex	82	small (125ml)	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	48336	2843	45493
20096_2	20096	Size of red wine glass drunk	Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday	Derived	Unisex	82	medium (175ml)	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	48336	4775	43561
20096_3	20096	Size of red wine glass drunk	Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday	Derived	Unisex	82	large (250ml)	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	48336	719	47617
20097_3	20097	Size of rose wine glass drunk	Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday	Derived	Unisex	82	large (250ml)	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	48336	138	48198
20097_2	20097	Size of rose wine glass drunk	Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday	Derived	Unisex	82	medium (175ml)	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	48336	741	47595
20097_1	20097	Size of rose wine glass drunk	Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday	Derived	Unisex	82	small (125ml)	CAT_MULTIPLE	CAT_MUL_BINARY_VAR	48336	507	47829
20107_1	20107	Illnesses of father	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Heart disease	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	301625	98639	202986
20107_100	20107	Illnesses of father	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	None of the above (group 1)	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	298124	110389	187735
20107_2	20107	Illnesses of father	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Stroke	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	298123	46489	251634
20107_6	20107	Illnesses of father	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Chronic bronchitis/emphysema	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	298031	34205	263826
20107_8	20107	Illnesses of father	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	High blood pressure	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	298269	67004	231265
20107_4	20107	Illnesses of father	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Bowel cancer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	296189	17621	278568
20107_3	20107	Illnesses of father	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Lung cancer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	297510	27734	269776
20107_11	20107	Illnesses of father	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Parkinson's disease	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	295606	7561	288045
20107_9	20107	Illnesses of father	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Diabetes	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	296724	28434	268290
20107_10	20107	Illnesses of father	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Alzheimer's disease/dementia	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	296121	14190	281931
20107_13	20107	Illnesses of father	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Prostate cancer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	296039	22898	273141
20107_12	20107	Illnesses of father	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Severe depression	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	295917	11193	284724
20107_101	20107	Illnesses of father	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	None of the above (group 2)	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	301705	225241	76464
20110_100	20110	Illnesses of mother	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	None of the above (group 1)	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	314695	130706	183989
20110_1	20110	Illnesses of mother	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Heart disease	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	315027	62731	252296
20110_3	20110	Illnesses of mother	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Lung cancer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	312904	12908	299996
20110_8	20110	Illnesses of mother	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	High blood pressure	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	315099	95930	219169
20110_4	20110	Illnesses of mother	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Bowel cancer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	312818	16252	296566
20110_5	20110	Illnesses of mother	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Breast cancer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	313039	26210	286829
20110_11	20110	Illnesses of mother	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Parkinson's disease	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	312333	5133	307200
20110_2	20110	Illnesses of mother	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Stroke	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	314124	45117	269007
20110_10	20110	Illnesses of mother	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Alzheimer's disease/dementia	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	313251	27136	286115
20110_9	20110	Illnesses of mother	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Diabetes	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	313334	29070	284264
20110_6	20110	Illnesses of mother	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Chronic bronchitis/emphysema	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	313198	18548	294650
20110_12	20110	Illnesses of mother	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Severe depression	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	312868	20567	292301
20110_101	20110	Illnesses of mother	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	None of the above (group 2)	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	316412	244084	72328
20111_100	20111	Illnesses of siblings	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	None of the above (group 1)	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	265790	180516	85274
20111_12	20111	Illnesses of siblings	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Severe depression	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	263844	18483	245361
20111_13	20111	Illnesses of siblings	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Prostate cancer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	263161	4181	258980
20111_3	20111	Illnesses of siblings	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Lung cancer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	263284	5691	257593
20111_8	20111	Illnesses of siblings	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	High blood pressure	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	265420	54836	210584
20111_9	20111	Illnesses of siblings	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Diabetes	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	264140	22020	242120
20111_5	20111	Illnesses of siblings	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Breast cancer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	263441	11574	251867
20111_6	20111	Illnesses of siblings	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Chronic bronchitis/emphysema	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	263467	7368	256099
20111_10	20111	Illnesses of siblings	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Alzheimer's disease/dementia	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	263060	1472	261588
20111_1	20111	Illnesses of siblings	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Heart disease	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	264653	26758	237895
20111_4	20111	Illnesses of siblings	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Bowel cancer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	263226	6172	257054
20111_2	20111	Illnesses of siblings	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Stroke	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	263533	8498	255035
20111_11	20111	Illnesses of siblings	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Parkinson's disease	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	263023	1357	261666
20111_101	20111	Illnesses of siblings	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	None of the above (group 2)	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	268596	227205	41391
20112_100	20112	Illnesses of adopted father	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	None of the above (group 1)	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	2299	875	1424
20112_8	20112	Illnesses of adopted father	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	High blood pressure	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	2320	502	1818
20112_2	20112	Illnesses of adopted father	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Stroke	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	2309	396	1913
20112_6	20112	Illnesses of adopted father	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Chronic bronchitis/emphysema	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	2324	395	1929
20112_13	20112	Illnesses of adopted father	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Prostate cancer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	2266	175	2091
20112_4	20112	Illnesses of adopted father	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Bowel cancer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	2270	153	2117
20112_1	20112	Illnesses of adopted father	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Heart disease	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	2379	781	1598
20112_3	20112	Illnesses of adopted father	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Lung cancer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	2293	254	2039
20112_10	20112	Illnesses of adopted father	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Alzheimer's disease/dementia	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	2271	128	2143
20112_9	20112	Illnesses of adopted father	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Diabetes	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	2282	178	2104
20112_101	20112	Illnesses of adopted father	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	None of the above (group 2)	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	2330	1725	605
20113_6	20113	Illnesses of adopted mother	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Chronic bronchitis/emphysema	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	2589	204	2385
20113_100	20113	Illnesses of adopted mother	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	None of the above (group 1)	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	2605	1170	1435
20113_5	20113	Illnesses of adopted mother	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Breast cancer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	2601	282	2319
20113_12	20113	Illnesses of adopted mother	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Severe depression	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	2577	206	2371
20113_4	20113	Illnesses of adopted mother	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Bowel cancer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	2590	165	2425
20113_2	20113	Illnesses of adopted mother	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Stroke	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	2619	410	2209
20113_9	20113	Illnesses of adopted mother	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Diabetes	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	2600	251	2349
20113_8	20113	Illnesses of adopted mother	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	High blood pressure	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	2646	682	1964
20113_10	20113	Illnesses of adopted mother	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Alzheimer's disease/dementia	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	2594	260	2334
20113_1	20113	Illnesses of adopted mother	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Heart disease	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	2657	604	2053
20113_3	20113	Illnesses of adopted mother	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Lung cancer	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	2587	134	2453
20113_101	20113	Illnesses of adopted mother	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	None of the above (group 2)	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	2628	1945	683
20114_100	20114	Illnesses of adopted siblings	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	None of the above (group 1)	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	1631	1183	448
20114_9	20114	Illnesses of adopted siblings	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Diabetes	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	1613	123	1490
20114_8	20114	Illnesses of adopted siblings	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	High blood pressure	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	1624	291	1333
20114_1	20114	Illnesses of adopted siblings	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Heart disease	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	1634	178	1456
20114_12	20114	Illnesses of adopted siblings	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	Severe depression	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	1599	124	1475
20114_101	20114	Illnesses of adopted siblings	UK Biobank Assessment Centre > Touchscreen > Family history	Primary	Unisex	1010	None of the above (group 2)	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	1644	1400	244
20116_0	20116	Smoking status	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking	Derived	Unisex	90	Never	CAT_SINGLE	CAT_SINGLE_UNORDERED	339780	185491	154289
20116_1	20116	Smoking status	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking	Derived	Unisex	90	Previous	CAT_SINGLE	CAT_SINGLE_UNORDERED	339780	119530	220250
20116_2	20116	Smoking status	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking	Derived	Unisex	90	Current	CAT_SINGLE	CAT_SINGLE_UNORDERED	339780	34759	305021
20117_2	20117	Alcohol drinker status	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Alcohol	Derived	Unisex	90	Current	CAT_SINGLE	CAT_SINGLE_UNORDERED	340647	318463	22184
20117_0	20117	Alcohol drinker status	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Alcohol	Derived	Unisex	90	Never	CAT_SINGLE	CAT_SINGLE_UNORDERED	340647	10516	330131
