pheno_id	FieldID	Field	Path	Strata	Sexed	Coding	Coding_meaning	original_type	transformed_type	nsamples	nsamples_T	nsamples_F	pheno_type	nsamples_CAD_SOFT_0	nsamples_CAD_SOFT_1	nsamples_CAD_SOFT_0_T	nsamples_CAD_SOFT_1_T	keep
22617_8138	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Routine laboratory testers	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	211	86018	NA	NA	NA	NA	NA	FALSE
22617_2131	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	IT strategy and planning professionals	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	1720	84509	NA	NA	NA	NA	NA	FALSE
22617_5414	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Tailors and dressmakers	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	153	86076	NA	NA	NA	NA	NA	FALSE
22617_2322	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Social science researchers	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	429	85800	NA	NA	NA	NA	NA	FALSE
22617_2127	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Production and process engineers	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	462	85767	NA	NA	NA	NA	NA	FALSE
22617_4141	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Telephonists	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	630	85599	NA	NA	NA	NA	NA	FALSE
22617_3415	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Musicians	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	160	86069	NA	NA	NA	NA	NA	FALSE
22617_4216	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Receptionists	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	1344	84885	NA	NA	NA	NA	NA	FALSE
22617_3411	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Artists	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	177	86052	NA	NA	NA	NA	NA	FALSE
22617_1112	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Directors and chief executives of major organisations	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	2646	83583	NA	NA	NA	NA	NA	FALSE
22617_3541	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Buyers and purchasing officers	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	389	85840	NA	NA	NA	NA	NA	FALSE
22617_6231	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Housekeepers and related occupations	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	289	85940	NA	NA	NA	NA	NA	FALSE
22617_9224	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Waiters, waitresses	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	452	85777	NA	NA	NA	NA	NA	FALSE
22617_5111	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Farmers	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	174	86055	NA	NA	NA	NA	NA	FALSE
22617_9211	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Postal workers, mail sorters, messengers, couriers	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	633	85596	NA	NA	NA	NA	NA	FALSE
22617_2125	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Chemical engineers	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	247	85982	NA	NA	NA	NA	NA	FALSE
22617_5221	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Metal machining setters and setter-operators	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	309	85920	NA	NA	NA	NA	NA	FALSE
22617_7112	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Retail cashiers and check-out operators	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	860	85369	NA	NA	NA	NA	NA	FALSE
22617_5421	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Originators, compositors and print preparers	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	165	86064	NA	NA	NA	NA	NA	FALSE
22617_8211	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Heavy goods vehicle drivers	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	656	85573	NA	NA	NA	NA	NA	FALSE
22617_3434	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Photographers and audio-visual equipment operators	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	393	85836	NA	NA	NA	NA	NA	FALSE
22617_3421	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Graphic designers	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	298	85931	NA	NA	NA	NA	NA	FALSE
22617_5319	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Construction trades n.e.c.	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	272	85957	NA	NA	NA	NA	NA	FALSE
22617_9222	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Hotel porters	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	100	86129	NA	NA	NA	NA	NA	FALSE
22617_3218	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Medical and dental technicians	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	352	85877	NA	NA	NA	NA	NA	FALSE
22617_6214	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Air travel assistants	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	318	85911	NA	NA	NA	NA	NA	FALSE
22617_6221	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Hairdressers, barbers	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	420	85809	NA	NA	NA	NA	NA	FALSE
22617_1121	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Production, works and maintenance managers	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	880	85349	NA	NA	NA	NA	NA	FALSE
22617_3542	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Sales representatives	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	1074	85155	NA	NA	NA	NA	NA	FALSE
22617_3534	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Finance and investment analysts/advisers	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	794	85435	NA	NA	NA	NA	NA	FALSE
22617_9241	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Security guards and related occupations	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	273	85956	NA	NA	NA	NA	NA	FALSE
22617_4142	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Communication operators	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	394	85835	NA	NA	NA	NA	NA	FALSE
22617_5432	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Bakers, flour confectioners	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	175	86054	NA	NA	NA	NA	NA	FALSE
22617_5113	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Gardeners and groundsmen/groundswomen	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	546	85683	NA	NA	NA	NA	NA	FALSE
22617_9225	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Bar staff	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	571	85658	NA	NA	NA	NA	NA	FALSE
22617_8133	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Routine inspectors and testers	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	381	85848	NA	NA	NA	NA	NA	FALSE
22617_2129	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Engineering professionals n.e.c.	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	720	85509	NA	NA	NA	NA	NA	FALSE
22617_1185	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Residential and day care managers	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	354	85875	NA	NA	NA	NA	NA	FALSE
22617_8149	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Construction operatives n.e.c.	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	336	85893	NA	NA	NA	NA	NA	FALSE
22617_6131	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Veterinary nurses and assistants	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	135	86094	NA	NA	NA	NA	NA	FALSE
22617_8125	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Metal working machine operatives	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	134	86095	NA	NA	NA	NA	NA	FALSE
22617_3131	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	IT operations technicians	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	1025	85204	NA	NA	NA	NA	NA	FALSE
22617_5223	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Metal working production and maintenance fitters	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	1151	85078	NA	NA	NA	NA	NA	FALSE
22617_3536	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Importers, exporters	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	123	86106	NA	NA	NA	NA	NA	FALSE
22617_1123	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Managers in mining and energy	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	308	85921	NA	NA	NA	NA	NA	FALSE
22617_9119	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Fishing and agriculture related occupations n.e.c.	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	178	86051	NA	NA	NA	NA	NA	FALSE
22617_6211	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Sports and leisure assistants	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	187	86042	NA	NA	NA	NA	NA	FALSE
22617_8117	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Metal making and treating process operatives	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	116	86113	NA	NA	NA	NA	NA	FALSE
22617_3543	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Marketing associate professionals	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	604	85625	NA	NA	NA	NA	NA	FALSE
22617_1142	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Customer care managers	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	506	85723	NA	NA	NA	NA	NA	FALSE
22617_4133	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Stock control clerks	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	303	85926	NA	NA	NA	NA	NA	FALSE
22617_8131	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Assemblers (electrical products)	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	418	85811	NA	NA	NA	NA	NA	FALSE
22617_8137	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Sewing machinists	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	427	85802	NA	NA	NA	NA	NA	FALSE
22617_5492	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Furniture makers, other craft woodworkers	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	176	86053	NA	NA	NA	NA	NA	FALSE
22617_1172	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Police officers (inspectors and above)	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	359	85870	NA	NA	NA	NA	NA	FALSE
22617_4114	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Officers of non-governmental organisations	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	1478	84751	NA	NA	NA	NA	NA	FALSE
22617_9121	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Labourers in building and woodworking trades	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	489	85740	NA	NA	NA	NA	NA	FALSE
22617_2423	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Management consultants, actuaries, economists and statisticians	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	997	85232	NA	NA	NA	NA	NA	FALSE
22617_3535	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Taxation experts	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	244	85985	NA	NA	NA	NA	NA	FALSE
22617_3442	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Sports coaches, instructors and officials	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	224	86005	NA	NA	NA	NA	NA	FALSE
22617_6212	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Travel agents	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	361	85868	NA	NA	NA	NA	NA	FALSE
22617_3121	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Architectural technologists and town planning technicians	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	162	86067	NA	NA	NA	NA	NA	FALSE
22617_4211	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Medical secretaries	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	985	85244	NA	NA	NA	NA	NA	FALSE
22617_1225	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Leisure and sports managers	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	347	85882	NA	NA	NA	NA	NA	FALSE
22617_6232	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Caretakers	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	255	85974	NA	NA	NA	NA	NA	FALSE
22617_3212	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Midwives	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	682	85547	NA	NA	NA	NA	NA	FALSE
22617_1173	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Senior officers in fire, ambulance, prison and related services	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	225	86004	NA	NA	NA	NA	NA	FALSE
22617_5112	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Horticultural trades	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	140	86089	NA	NA	NA	NA	NA	FALSE
22617_3512	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Aircraft pilots and flight engineers	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	115	86114	NA	NA	NA	NA	NA	FALSE
22617_5434	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Chefs, cooks	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	756	85473	NA	NA	NA	NA	NA	FALSE
22617_3520	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Legal associate professionals	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	145	86084	NA	NA	NA	NA	NA	FALSE
22617_9259	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Elementary sales occupations n.e.c.	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	205	86024	NA	NA	NA	NA	NA	FALSE
22617_5323	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Painters and decorators	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	344	85885	NA	NA	NA	NA	NA	FALSE
22617_5422	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Printers	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	118	86111	NA	NA	NA	NA	NA	FALSE
22617_3231	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Youth and community workers	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	994	85235	NA	NA	NA	NA	NA	FALSE
22617_9251	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Shelf fillers	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	420	85809	NA	NA	NA	NA	NA	FALSE
22617_6219	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Leisure and travel service occupations n.e.c.	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	186	86043	NA	NA	NA	NA	NA	FALSE
22617_6213	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Travel and tour guides	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	186	86043	NA	NA	NA	NA	NA	FALSE
22617_9244	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	School mid-day assistants	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	172	86057	NA	NA	NA	NA	NA	FALSE
22617_3544	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Estate agents, auctioneers	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	276	85953	NA	NA	NA	NA	NA	FALSE
22617_7121	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Collector salespersons and credit agents	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	779	85450	NA	NA	NA	NA	NA	FALSE
22617_2212	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Psychologists	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	249	85980	NA	NA	NA	NA	NA	FALSE
22617_1161	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Transport and distribution managers	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	475	85754	NA	NA	NA	NA	NA	FALSE
22617_9226	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Leisure and theme park attendants	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	152	86077	NA	NA	NA	NA	NA	FALSE
22617_9133	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Printing machine minders and assistants	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	111	86118	NA	NA	NA	NA	NA	FALSE
22617_3232	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Housing and welfare officers	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	481	85748	NA	NA	NA	NA	NA	FALSE
22617_1181	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Hospital and health service managers	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	917	85312	NA	NA	NA	NA	NA	FALSE
22617_1137	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Research and development managers	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	1223	85006	NA	NA	NA	NA	NA	FALSE
22617_7123	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Roundsmen/women and van salespersons	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	267	85962	NA	NA	NA	NA	NA	FALSE
22617_1211	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Farm managers	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	158	86071	NA	NA	NA	NA	NA	FALSE
22617_8213	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Bus and coach drivers	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	427	85802	NA	NA	NA	NA	NA	FALSE
22617_3412	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Authors, writers	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	281	85948	NA	NA	NA	NA	NA	FALSE
22617_6113	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Dental nurses	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	228	86001	NA	NA	NA	NA	NA	FALSE
22617_5499	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Hand craft occupations n.e.c.	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	110	86119	NA	NA	NA	NA	NA	FALSE
22617_5215	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Welding trades	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	251	85978	NA	NA	NA	NA	NA	FALSE
22617_5412	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Upholsterers	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	103	86126	NA	NA	NA	NA	NA	FALSE
22617_3563	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Vocational and industrial trainers and instructors	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	939	85290	NA	NA	NA	NA	NA	FALSE
22617_1133	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Purchasing managers	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	253	85976	NA	NA	NA	NA	NA	FALSE
22617_8134	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Weighers, graders, sorters	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	161	86068	NA	NA	NA	NA	NA	FALSE
22617_9132	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Industrial cleaning process occupations	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	201	86028	NA	NA	NA	NA	NA	FALSE
22617_8216	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Rail transport operatives	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	167	86062	NA	NA	NA	NA	NA	FALSE
22617_2128	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Planning and quality control engineers	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	329	85900	NA	NA	NA	NA	NA	FALSE
22617_1136	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Information and communication technology managers	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	1551	84678	NA	NA	NA	NA	NA	FALSE
22617_8116	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Plastics process operatives	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	179	86050	NA	NA	NA	NA	NA	FALSE
22617_6139	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Animal care occupations n.e.c.	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	155	86074	NA	NA	NA	NA	NA	FALSE
22617_8111	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Food, drink and tobacco process operatives	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	232	85997	NA	NA	NA	NA	NA	FALSE
22617_2313	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Education officers, school inspectors	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	1005	85224	NA	NA	NA	NA	NA	FALSE
22617_3313	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Fire service officers (leading fire officer and below)	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	181	86048	NA	NA	NA	NA	NA	FALSE
22617_3214	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Medical radiographers	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	136	86093	NA	NA	NA	NA	NA	FALSE
22617_1226	22617	Job SOC coding	Online follow-up > Work environment > Employment history	Derived	Unisex	2	Travel agency managers	CAT_SINGLE_TO_CAT_MULTIPLE	CAT_MUL_BINARY_VAR	86229	160	86069	NA	NA	NA	NA	NA	FALSE
